product_id,sales_person_id,sales_person_name,product_name,price,quantity_sold,product_make,product_color,model_year,region_sold_in,state_sold_in,country_sold_in,buyer_gender,currency,credit_card_type,Car_VIN
168,713927519-X,rfoy4n,Cooper Countryman,$117684.72,109341,MINI,Purple,2012,Joliet,Illinois,United States,Female,Dollar,jcb,WBAPN7C55AA537083
169,262166844-5,vborgnol4o,Clubman,$537625.81,115630,MINI,Green,2011,Viçosa,,Brazil,Female,Real,jcb,1G6DH1E38E0747990
170,363388041-0,omccluney4p,Corvette,$714456.08,126850,Chevrolet,Crimson,2009,Sypniewo,,Poland,Male,Zloty,jcb,1G6KD57Y79U958678
171,440557135-X,tduck4q,Yukon XL 1500,$838673.46,142504,GMC,Maroon,2007,Hyżne,,Poland,Male,Zloty,visa-electron,1FTWW3B58AE184110
172,465873342-0,awykey4r,Econoline E150,$77396.17,50975,Ford,Goldenrod,2000,Marechal Deodoro,,Brazil,Male,Real,jcb,WAULT58EX5A849200
173,043081910-2,fleser4s,TT,$144516.70,23571,Audi,Khaki,2011,Savyon,,Israel,Female,Shekel,jcb,5N1AN0NU8CN779040
174,035340196-X,lgautrey4t,Savana 1500,$756704.74,147166,GMC,Indigo,2010,Lille,Nord-Pas-de-Calais,France,Female,Euro,laser,WAUML44E14N306166
175,986765913-9,mbanister4u,G-Class,$757384.82,98114,Mercedes-Benz,Maroon,2005,Richmond,Virginia,United States,Male,Dollar,americanexpress,WVGEF9BP5ED738861
176,792431293-5,wivers4v,Sierra,$443945.27,53842,GMC,Violet,2011,Dayton,Ohio,United States,Female,Dollar,maestro,2G4WC582691681587
177,227012405-7,tgranleese4w,S2000,$592200.67,81107,Honda,Turquoise,2009,Juatuba,,Brazil,Female,Real,bankcard,3C63D3LL8CG099988
178,322161294-X,omarcam4x,Magnum,$940156.45,21297,Dodge,Turquoise,2005,Juru,,Brazil,Male,Real,china-unionpay,WBABS53421E364615
179,762107964-9,aharbin4y,GTI,$305444.94,116314,Volkswagen,Fuscia,2012,Västervik,Kalmar,Sweden,Male,Krona,jcb,1G6AH5R39E0701640
180,660728779-4,kcluderay4z,del Sol,$61080.63,60709,Honda,Purple,1994,Oklahoma City,Oklahoma,United States,Female,Dollar,switch,JTEBU4BF3AK013459
181,012192142-5,sgawen50,Azera,$904821.77,105350,Hyundai,Blue,2007,Alderetes,,Argentina,Female,Peso,instapayment,4JGDA2EB9EA566496
182,544585261-X,omenhenitt51,W123,$896563.94,35153,Mercedes-Benz,Goldenrod,1977,Sietesz,,Poland,Female,Zloty,mastercard,WBASP4C53CC148923
183,553043627-7,mbischop52,XJ Series,$849572.50,15958,Jaguar,Purple,1995,Dobre,,Poland,Female,Zloty,diners-club-enroute,1C6RD7MT0CS921787
184,138008935-2,skeilty53,SSR,$188749.21,101020,Chevrolet,Pink,2003,El Paso,Texas,United States,Female,Dollar,bankcard,1FTNF2B56AE274216
185,419988268-5,twilbore54,Corsica,$888068.99,44889,Chevrolet,Pink,1996,Las Vegas,Nevada,United States,Male,Dollar,jcb,1D4PU4GK6BW201311
186,900096902-6,ystollwerk55,Freelander,$724383.83,67347,Land Rover,Pink,2001,Wysoka,,Poland,Male,Zloty,mastercard,WA1DGBFE9FD540096
187,434809727-5,rcargenven56,MGB,$726622.91,144771,MG,Red,1977,Laval,Pays de la Loire,France,Female,Euro,bankcard,WUARL48H49K452215
188,856009957-3,ddeclerk57,5000S,$12704.77,135032,Audi,Red,1984,Säffle,Värmland,Sweden,Male,Krona,jcb,SCFFDABM0EG877706
189,944025099-2,sferrettini58,i-MiEV,$634366.22,15104,Mitsubishi,Teal,2012,Mora,Dalarna,Sweden,Female,Krona,mastercard,5N1AA0NC9AN415290
190,131745779-X,ghannis59,LaCrosse,$335663.29,147498,Buick,Indigo,2011,Plan de Ayala,Chiapas,Mexico,Female,Peso,mastercard,WAUWFAFR9CA794593
191,955138260-9,mmorgans5a,Contour,$579828.97,132848,Ford,Red,2000,Arvika,Värmland,Sweden,Female,Krona,mastercard,WBAFU9C59BC960295
192,438210753-9,rmacdavitt5b,Avalon,$53494.36,16434,Toyota,Blue,2005,Hualfín,,Argentina,Female,Peso,instapayment,5J6TF1H50FL503241
193,022623984-5,ssterrick5c,Justy,$484249.58,40640,Subaru,Fuscia,1989,Ancasti,,Argentina,Male,Peso,visa,1G6DJ5E38C0989851
194,757901253-7,kpyott5d,911,$419366.86,92715,Porsche,Red,2006,Charleston,West Virginia,United States,Male,Dollar,jcb,WBAUC7C51AV658694
195,532195628-6,lguilaem5e,F150,$944405.35,6830,Ford,Yellow,2005,Ajaccio,Corse,France,Female,Euro,visa,WBAEV33424K454507
196,640814870-0,dkeates5f,9000,$267865.03,75112,Saab,Fuscia,1998,Rymanów,,Poland,Female,Zloty,visa,1G6AB5S37D0521325
197,827812015-3,ndaenen5g,Caprice,$641617.11,145676,Chevrolet,Mauv,1995,Marseille,Provence-Alpes-Côte d'Azur,France,Male,Euro,jcb,WAUCFAFR7CA905838
198,550897587-X,abletsoe5h,Econoline E350,$703887.77,60581,Ford,Violet,2000,Salt Lake City,Utah,United States,Female,Dollar,diners-club-carte-blanche,3D73M4EL2AG159388
199,339217900-0,lkeller5i,RX,$152245.46,30560,Lexus,Teal,2011,Passo Fundo,,Brazil,Female,Real,jcb,5NPEB4AC8CH399134
200,766959030-0,rbrehaut5j,Esprit,$580843.58,144307,Lotus,Puce,1988,El Paso,Texas,United States,Male,Dollar,diners-club-carte-blanche,3GYFNGE32DS966821
201,042843836-9,ttschursch5k,F-Series,$651604.13,2269,Ford,Indigo,2004,Kańczuga,,Poland,Female,Zloty,china-unionpay,5YMGY0C55D0123241
202,888850537-7,emcfarland5l,Sable,$299119.81,31261,Mercury,Red,2005,Honolulu,Hawaii,United States,Female,Dollar,visa-electron,KNDJT2A16A7005789
203,022359308-7,aubsdell5m,GTI,$978995.58,25248,Volkswagen,Green,2008,Pleszew,,Poland,Female,Zloty,diners-club-carte-blanche,WAUGGBFC0DN534564
204,564695523-8,cczajkowska5n,E-Series,$833752.22,19315,Ford,Orange,2006,Hidalgo,Veracruz Llave,Mexico,Male,Peso,americanexpress,WBALW7C57CD614436
205,579946291-2,rrichemont5o,Prelude,$538019.30,94668,Honda,Blue,1998,Bełżyce,,Poland,Male,Zloty,jcb,WDDEJ7EB4DA941463
206,547634147-1,aphilippsohn5p,Impulse,$870214.48,112231,Isuzu,Violet,1992,Jaguaquara,,Brazil,Male,Real,visa-electron,1G6DP8E39D0622815
207,411171603-2,fchasson5q,300,$156578.16,47459,Chrysler,Yellow,2007,Valence,Rhône-Alpes,France,Male,Euro,laser,WAUDH98E58A968242
208,551603346-2,apendlenton5r,Fiero,$267046.08,126068,Pontiac,Fuscia,1988,Stari Banovci,,Serbia,Male,Dinar,visa-electron,WAUDF98E78A408891
209,169825839-9,rahlf5s,Civic,$616447.72,130103,Honda,Green,2000,Santiago,Mexico,Mexico,Male,Peso,mastercard,WBSKG9C50CE689151
210,616241665-8,mlorinez5t,CLK-Class,$701818.22,17443,Mercedes-Benz,Aquamarine,2008,Cametá,,Brazil,Male,Real,visa-electron,1G6DK5EV0A0432153
211,898755673-5,tlapslie5u,E-Class,$811953.38,66914,Mercedes-Benz,Yellow,2005,Chapadinha,,Brazil,Male,Real,jcb,1D7RB1GP3AS840571
212,834127613-5,keger5v,Accord,$662078.28,145354,Honda,Indigo,2001,Sułoszowa,,Poland,Male,Zloty,maestro,WBAYP1C53FD703084
213,339915015-6,wtudbald5w,M-Class,$683939.76,76799,Mercedes-Benz,Pink,2009,Aubenas,Rhône-Alpes,France,Female,Euro,jcb,3C63D3EL1CG763576
214,944399476-3,jminocchi5x,LX,$867141.42,14508,Lexus,Goldenrod,2007,Buerarema,,Brazil,Female,Real,jcb,WAUAFAFHXCN533211
215,373117526-6,cglasser5y,Legacy,$355554.03,937,Subaru,Aquamarine,2000,Siemkowice,,Poland,Male,Zloty,jcb,JN1AV7AR3FM512190
216,014981673-1,rprator5z,i-290,$422669.63,144257,Isuzu,Violet,2008,Koźmin Wielkopolski,,Poland,Female,Zloty,laser,1FBNE3BL8DD408293
217,747721444-0,hkeiley60,Range Rover,$630787.84,85584,Land Rover,Teal,2005,Chicago,Illinois,United States,Male,Dollar,diners-club-carte-blanche,WA1WMAFP0EA515357
218,856054355-4,carrandale61,Range Rover,$547641.20,117130,Land Rover,Crimson,1988,Barbacena,,Brazil,Male,Real,maestro,2HNYD18213H822898
219,128955449-8,idan62,Bonneville,$517398.23,50369,Pontiac,Puce,1966,Beauvais,Picardie,France,Male,Euro,switch,WAULK78K99A251545
220,144351909-X,ecaws63,CTS,$331199.26,68389,Cadillac,Red,2004,Stockholm,Stockholm,Sweden,Female,Krona,jcb,JTDZN3EU4D3014588
221,979239537-7,ahewes64,Probe,$776113.71,37755,Ford,Teal,1996,Ajaccio,Corse,France,Female,Euro,diners-club-carte-blanche,19UUA9F2XCA317716
222,084637318-1,elowry65,Thunderbird,$158522.07,131443,Ford,Indigo,1955,El Carril,,Argentina,Female,Peso,americanexpress,WUAUUAFG6CN265869
223,236310388-2,acowpe66,C70,$307747.15,123802,Volvo,Yellow,2002,Filipowice,,Poland,Male,Zloty,maestro,KNAGM4ADXF5846821
224,283238281-9,biannuzzelli67,Elantra,$182167.02,64646,Hyundai,Fuscia,2001,Bielsk Podlaski,,Poland,Female,Zloty,jcb,1G4GC5GRXDF086746
225,351615440-3,msimmans68,Fit,$304577.38,38304,Honda,Crimson,2007,Cintra,,Argentina,Male,Peso,jcb,JHMZF1C41BS423279
226,260250843-8,ocosker69,Mustang,$532328.27,117397,Ford,Khaki,2008,Tucuruí,,Brazil,Male,Real,diners-club-enroute,YV140MAK4F1232400
227,400122868-8,wmcquarter6a,F250,$315861.64,109789,Ford,Goldenrod,1995,Montpellier,Languedoc-Roussillon,France,Male,Euro,china-unionpay,2T2BC1BAXFC123858
228,026015509-8,bhamly6b,Camry,$172868.92,96193,Toyota,Crimson,1997,Atlanta,Georgia,United States,Male,Dollar,diners-club-enroute,1GYS3GEF6DR802618
229,289613051-9,ecousen6c,Passport,$857341.50,28178,Honda,Mauv,2001,Châtellerault,Poitou-Charentes,France,Male,Euro,switch,WA1WMBFEXAD046470
230,633885842-9,jfiggins6d,Edge,$207239.48,61850,Ford,Violet,2007,Avellaneda,,Argentina,Female,Peso,switch,WAUVC58E75A655815
231,257331855-9,smiddlebrook6e,Impreza,$80725.72,90029,Subaru,Goldenrod,2007,Praia Grande,,Brazil,Male,Real,jcb,5N1AN0NW0DN902025
232,375659030-5,vhenstridge6f,Corvette,$122047.01,123980,Chevrolet,Orange,2009,Philadelphia,Pennsylvania,United States,Female,Dollar,jcb,WAULT58E85A146193
233,931739705-0,espino6g,X5 M,$768299.52,24635,BMW,Crimson,2012,Royan,Poitou-Charentes,France,Male,Euro,maestro,5UXKS4C50E0809733
234,476553784-6,tkirwin6h,CR-V,$666215.85,97631,Honda,Yellow,2002,Creil,Picardie,France,Male,Euro,jcb,NM0GE9E79F1232610
235,485555754-4,msewill6i,RL,$86356.27,63371,Acura,Teal,2003,Visby,Gotland,Sweden,Female,Krona,jcb,WDBSK7AA5BF129305
236,569753109-5,clinnit6j,Cabriolet,$757587.31,49432,Volkswagen,Turquoise,1993,Valença,,Brazil,Female,Real,jcb,WAUAF98E85A068861
237,945156049-1,shollyman6k,400E,$106037.49,29215,Mercedes-Benz,Fuscia,1992,Quimperlé,Bretagne,France,Female,Euro,laser,4T1BD1EB8FU782347
238,564121196-6,dmacevilly6l,Coachbuilder,$117719.64,73335,Buick,Khaki,1993,Salvador,,Brazil,Female,Real,visa-electron,1G6KF54941U837442
239,779620087-0,gscedall6m,Crown Victoria,$117393.71,13643,Ford,Maroon,2000,Gennevilliers,Île-de-France,France,Female,Euro,jcb,1N6AA0CC9EN558413
240,472522221-6,mpudden6n,Biturbo,$792025.56,66597,Maserati,Pink,1987,Toulouse,Midi-Pyrénées,France,Female,Euro,mastercard,YV1852AR6A1421921
241,416627813-4,gjoutapavicius6o,Tacoma,$419765.55,36824,Toyota,Red,2003,La Courneuve,Île-de-France,France,Female,Euro,jcb,1G6DK8ED5B0724942
242,839181311-8,olongbone6p,Intrepid,$600061.96,101209,Dodge,Aquamarine,2002,Perdões,,Brazil,Female,Real,jcb,WBAFR9C52DD260696
243,013863781-4,atows6q,Rio,$994643.78,5463,Kia,Turquoise,2011,Tampa,Florida,United States,Female,Dollar,diners-club-enroute,1FTSW3B57AE893822
244,501694625-6,kattenborrow6r,Villager,$409628.84,102541,Mercury,Orange,1994,Ilha Solteira,,Brazil,Female,Real,diners-club-enroute,WAULT58E53A216813
245,321562774-4,dglyne6s,A3,$18087.52,33198,Audi,Purple,2010,Leipzig,Sachsen,Germany,Male,Euro,jcb,TRUSX28N911757206
246,966683875-3,bkeepence6t,S90,$863621.07,1824,Volvo,Orange,1998,Maniowy,,Poland,Female,Zloty,mastercard,WAUCF78K09N424821
247,980138584-7,mhudel6u,8 Series,$557461.81,91798,BMW,Maroon,1992,Brzączowice,,Poland,Female,Zloty,jcb,5FRYD3H8XFB599727
248,739159424-5,pdurban6v,Sierra 1500,$66980.15,148805,GMC,Blue,2006,La Palma,Hidalgo,Mexico,Female,Peso,switch,1GYUKHEF2AR866006
249,183680804-6,lingerson6w,Cougar,$203606.59,136286,Mercury,Orange,1996,Bachowice,,Poland,Male,Zloty,jcb,3GYFK66N55G847121
250,526385149-9,wbucher6x,Ascender,$398392.20,98228,Isuzu,Turquoise,2004,Niedrzwica Duża,,Poland,Male,Zloty,jcb,WBAVB73587K657978
251,806633628-4,kwasling6y,400E,$527212.95,115224,Mercedes-Benz,Khaki,1992,Rogóźno,,Poland,Female,Zloty,jcb,19UUA66266A973849
252,882212780-3,kmimmack6z,E350,$869544.54,61088,Ford,Teal,2006,Lagoa do Itaenga,,Brazil,Female,Real,diners-club-enroute,JTDKN3DU2F0355172
253,136019908-X,rleathes70,Durango,$944900.67,126926,Dodge,Aquamarine,2012,Trojanów,,Poland,Female,Zloty,china-unionpay,19UUA76697A574556
254,422056737-2,jmcvee71,L-Series,$70377.55,61865,Saturn,Teal,2005,Le Cannet,Provence-Alpes-Côte d'Azur,France,Female,Euro,visa-electron,SALVP2BG4FH005115
255,851639629-0,eeastridge72,A4,$395297.20,53560,Audi,Puce,1999,Straszydle,,Poland,Male,Zloty,solo,WAUPEBFMXDA291433
256,987106839-5,dduligall73,Prelude,$238801.57,140673,Honda,Puce,1992,San Miguel,Oaxaca,Mexico,Male,Peso,jcb,3VWC17AU2FM223941
257,218119498-X,ltomaini74,Lancer,$409252.92,25338,Mitsubishi,Goldenrod,2003,Quixeramobim,,Brazil,Female,Real,bankcard,1GYFK43878R607513
258,699420501-0,wmannakee75,Mystique,$922765.24,27563,Mercury,Aquamarine,1996,Oceanside,California,United States,Male,Dollar,jcb,3GYFNEE38DS804065
259,894317498-5,tbengoechea76,LFA,$95486.32,25581,Lexus,Fuscia,2012,Messina,Sicilia,Italy,Male,Euro,jcb,19XFA1F37BE471183
260,610191021-0,eperrington77,Sierra 1500,$536084.11,24094,GMC,Green,2001,Doblas,,Argentina,Male,Peso,maestro,2C3CCAEG5DH241980
261,469993547-8,kkenny78,Savana 1500,$411309.42,50175,GMC,Pink,1996,Paris 19,Île-de-France,France,Female,Euro,jcb,2C3CDZAT8FH300229
262,043302497-6,lberringer79,Miata MX-5,$961567.96,128956,Mazda,Violet,1992,Perdões,,Brazil,Female,Real,visa,YV4902BZXC1073368
263,863933566-4,obosche7a,X-90,$689539.31,25637,Suzuki,Turquoise,1996,Göteborg,Västra Götaland,Sweden,Male,Krona,mastercard,WAU4FAFL9AA911153
264,196984846-4,jwilbud7b,ZDX,$222307.45,16893,Acura,Goldenrod,2011,Boé,Aquitaine,France,Female,Euro,visa-electron,WAUCFAFH9AN923125
265,160126766-5,tshmyr7c,XJ,$710827.48,38404,Jaguar,Orange,2012,Sacramento,California,United States,Female,Dollar,bankcard,1N6AF0KX1FN819203
266,053173245-2,wsommerton7d,Town Car,$591139.77,114821,Lincoln,Turquoise,1993,Kansas City,Missouri,United States,Male,Dollar,jcb,WBAVD535X7A008719
267,366864784-4,lcrust7e,Courier,$960560.69,51963,Ford,Mauv,1986,Bebedouro,,Brazil,Female,Real,diners-club-enroute,WBAVB13546K220801
268,315075833-5,kgrishakov7f,Wrangler,$584375.65,59641,Jeep,Khaki,2008,Draguignan,Provence-Alpes-Côte d'Azur,France,Male,Euro,maestro,3D7JB1EK4BG479459
269,406470074-0,jbogies7g,2500 Club Coupe,$878058.52,105,GMC,Turquoise,1993,Kalmar,Kalmar,Sweden,Female,Krona,diners-club-carte-blanche,JH4CL96947C527545
270,148515022-1,amanwell7h,Impreza,$472978.99,43653,Subaru,Indigo,2004,Stanišić,,Serbia,Male,Dinar,jcb,5NPDH4AE5BH523449
271,221672745-8,bseignior7i,TundraMax,$59847.95,2349,Toyota,Goldenrod,2007,Arras,Nord-Pas-de-Calais,France,Male,Euro,jcb,WBXPC93477W074082
272,214740782-8,ahallawell7j,Bronco II,$988971.66,49888,Ford,Indigo,1989,Luján de Cuyo,,Argentina,Male,Peso,jcb,1GYS4HEF2DR898718
273,374677949-9,cpickerin7k,Pacifica,$385306.07,3703,Chrysler,Orange,2004,Kraśniczyn,,Poland,Female,Zloty,laser,1G6AA5RX6E0602023
274,042292071-1,cghelarducci7l,RDX,$442088.66,52926,Acura,Violet,2008,Piteå,Norrbotten,Sweden,Male,Krona,mastercard,5N1AN0NU7AC060340
275,760082339-X,aboustred7m,Galant,$997976.35,117496,Mitsubishi,Fuscia,1990,Nanterre,Île-de-France,France,Male,Euro,jcb,KMHFC4DF3BA412560
276,074800304-5,ningold7n,Touareg,$716773.51,115961,Volkswagen,Turquoise,2010,Caxambu,,Brazil,Female,Real,jcb,JN8AF5MV2FT305193
277,388537024-7,ashirland7o,Volare,$841019.46,14651,Plymouth,Teal,1976,Las Cruces,New Mexico,United States,Female,Dollar,maestro,19UUA9F74CA756762
278,353704010-5,ebackwell7p,LSS,$11844.52,8515,Oldsmobile,Red,1999,Frankfurt am Main,Hessen,Germany,Male,Euro,china-unionpay,3D73Y4EL1AG137970
279,733090198-9,gnottle7q,Firebird,$896938.53,21216,Pontiac,Orange,1986,Karpacz,,Poland,Male,Zloty,jcb,WA1LYAFE6AD877109
280,872872918-8,ejewell7r,V50,$455894.65,99073,Volvo,Fuscia,2009,Prislonica,,Serbia,Male,Dinar,jcb,1N6AD0CU2CN193196
281,086967608-3,torourke7s,Corvette,$252923.93,65766,Chevrolet,Red,1969,Petaẖ Tiqwa,,Israel,Female,Shekel,laser,3VWC17AU2FM931199
282,817686531-1,cmacia7t,Blazer,$687647.19,43949,Chevrolet,Maroon,1992,Ostrowite,,Poland,Female,Zloty,maestro,1G6YV36A365161902
283,204013837-4,awolfenden7u,F-Series,$943261.21,23875,Ford,Mauv,2005,Brotas,,Brazil,Male,Real,jcb,5LMCJ1A91FU639513
284,662965724-1,ketherton7v,MX-5,$483578.39,33424,Mazda,Khaki,1994,Jefferson City,Missouri,United States,Male,Dollar,jcb,WP1AA2A28BL434869
285,367143695-6,vhaddon7w,riolet,$243785.73,26305,Audi,Violet,1998,Bukowina Tatrzańska,,Poland,Male,Zloty,jcb,2B3CA5CT8AH560070
286,311519852-3,bcatterall7x,Touareg 2,$465179.01,110971,Volkswagen,Teal,2009,Macaíba,,Brazil,Female,Real,china-unionpay,3VWF17AT4FM640210
287,713718275-5,hwimbury7y,5 Series,$262667.00,27988,BMW,Pink,2002,Orlando,Florida,United States,Male,Dollar,mastercard,1G6DP577870134524
288,837655576-6,ebossel7z,4Runner,$150140.91,58955,Toyota,Fuscia,1992,Chicoana,,Argentina,Male,Peso,bankcard,5N3ZA0NC9AN579973
289,337948010-X,mfiggs80,Acclaim,$735245.27,37446,Plymouth,Red,1992,Itumbiara,,Brazil,Male,Real,instapayment,5TDBW5G15AS901379
290,429672883-0,ccochrane81,SLR McLaren,$304764.58,127810,Mercedes-Benz,Blue,2006,Périgueux,Aquitaine,France,Female,Euro,jcb,3G5DA03L57S409691
291,195216294-7,jcreus82,Ranger,$797044.78,144463,Ford,Teal,2000,Spytkowice,,Poland,Male,Zloty,solo,5NPDH4AE7EH335746
292,643695269-1,apettipher83,Q,$55977.44,95184,Infiniti,Pink,1998,Fontainebleau,Île-de-France,France,Female,Euro,jcb,1GD02ZCG4BZ436450
293,796599108-X,aberg84,Passat,$505195.07,97747,Volkswagen,Purple,2005,Omaha,Nebraska,United States,Female,Dollar,jcb,WAUFFBFL0CA781040
294,102968680-7,srice85,Cooper Clubman,$646490.23,41616,MINI,Purple,2009,Quirinópolis,,Brazil,Male,Real,jcb,5TFBW5F10DX107776
295,632628547-X,famphlett86,Dakota Club,$620802.90,80596,Dodge,Puce,1998,Pruszków,,Poland,Female,Zloty,maestro,WBASP4C55AC075955
296,704403900-6,ckittle87,Ranger,$698239.13,41792,Ford,Indigo,2000,Strömstad,Västra Götaland,Sweden,Female,Krona,switch,4USCK73482L444222
297,003208257-6,pstebbings88,Regal,$986664.07,10858,Buick,Green,1993,Imperatriz,,Brazil,Male,Real,jcb,TRUUT28NX21115261
298,290570337-7,wunger89,Cabriolet,$933617.44,61456,Volkswagen,Crimson,1996,Vitrolles,Provence-Alpes-Côte d'Azur,France,Male,Euro,jcb,1N4AL2AP3AN339655
299,436972457-0,rchrister8a,Contour,$492231.70,347,Ford,Pink,1998,Umeå,Västerbotten,Sweden,Female,Krona,jcb,1FTEW1C87AF823208
300,925401075-8,cmcfetrich8b,Yukon XL 2500,$98650.79,22811,GMC,Green,2008,Uruguaiana,,Brazil,Female,Real,laser,5J6TF1H54EL556121
301,056699354-6,ciglesias8c,Vega,$549855.29,63601,Chevrolet,Purple,1971,Błonie,,Poland,Female,Zloty,jcb,2G4WD582861455088
302,539924035-1,rmclanaghan8d,CX-9,$108150.16,18515,Mazda,Aquamarine,2010,João Alfredo,,Brazil,Female,Real,maestro,1N6AD0CU7EN278652
303,666218492-6,sollerenshaw8e,Soul,$363831.57,85756,Kia,Mauv,2010,Boston,Massachusetts,United States,Female,Dollar,jcb,WAUFGAFC4FN571125
304,540177401-X,mfarnes8f,Bravada,$276358.57,145285,Oldsmobile,Red,1996,Jönköping,Jönköping,Sweden,Male,Krona,visa,3C3CFFHH6ET118786
305,973252607-6,gpiggot8g,Dynasty,$893780.55,106005,Dodge,Maroon,1993,San Rafael,,Argentina,Female,Peso,diners-club-enroute,1N6BF0KM3FN667788
306,084156001-3,hlibbie8h,Regal,$804992.19,67734,Buick,Teal,1989,Irvine,California,United States,Female,Dollar,diners-club-us-ca,WAUMFAFR4FA064554
307,791746480-6,hwainwright8i,Aero 8,$430671.49,140055,Morgan,Goldenrod,2009,Smolec,,Poland,Female,Zloty,diners-club-carte-blanche,SCFFDABE4CG017362
308,230214672-7,laffuso8j,760,$197040.36,6230,BMW,Aquamarine,2005,Skövde,Västra Götaland,Sweden,Male,Krona,americanexpress,WUAUUAFG3F7124735
309,010654358-X,aphelip8k,M3,$54305.22,86628,BMW,Teal,2006,Kluczbork,,Poland,Male,Zloty,jcb,1G6DV1EP8E0559031
310,689184002-3,frout8l,Yukon XL 2500,$198815.01,83005,GMC,Fuscia,2009,Paris 11,Île-de-France,France,Female,Euro,jcb,WDDEJ7KB3BA160435
311,288169899-9,mdecourtney8m,DeVille,$161741.15,134922,Cadillac,Crimson,1998,Älvdalen,Dalarna,Sweden,Male,Krona,jcb,JN1AZ4EH3DM623565
312,306911389-3,vissacov8n,Grand Marquis,$693109.90,108702,Mercury,Crimson,1995,Villeneuve-sur-Lot,Aquitaine,France,Female,Euro,jcb,1FTSW2B53AE773705
313,828835927-2,lkunneke8o,Mustang,$705707.11,7749,Ford,Indigo,2009,Bjärred,Skåne,Sweden,Female,Krona,americanexpress,WAUET48H46K598117
314,019639174-1,tjaxon8p,Escalade EXT,$848041.66,86305,Cadillac,Teal,2008,Uniejów,,Poland,Male,Zloty,jcb,KL4CJESB8DB036707
315,988437505-4,tmersey8q,458 Italia,$316392.85,19590,Ferrari,Indigo,2010,Salerno,Campania,Italy,Male,Euro,bankcard,19XFA1F38AE736188
316,723442577-2,hreide8r,Montero,$159644.57,122264,Mitsubishi,Indigo,2002,Rio de Janeiro,,Brazil,Male,Real,diners-club-carte-blanche,SCFAD22313K107435
317,316253400-3,hpotteridge8s,Cutlass Supreme,$484554.63,135458,Oldsmobile,Purple,1995,Białołeka,,Poland,Male,Zloty,mastercard,1YVHZ8BA4A5769502
318,494554529-4,akermit8t,V8,$170707.97,115523,Audi,Khaki,1990,Oksa,,Poland,Male,Zloty,switch,1G6KD54Y21U871764
319,029835374-1,sbraz8u,Pathfinder,$244508.09,6547,Nissan,Puce,2010,Futuroscope,Poitou-Charentes,France,Female,Euro,jcb,JH4CU4F49BC656670
320,994978269-4,lsemeradova8v,S6,$298975.15,128516,Audi,Indigo,2009,Barueri,,Brazil,Male,Real,bankcard,1FT7W2A63EE104047
321,443870229-1,kghidotti8w,E250,$386906.81,43176,Ford,Orange,2009,Przemyśl,,Poland,Female,Zloty,solo,3D7TT2CT9BG957110
322,494232284-7,dblakey8x,Outlook,$549864.49,75324,Saturn,Yellow,2007,São Carlos,,Brazil,Male,Real,jcb,3D7JB1EKXBG532441
323,804223084-2,bfairhurst8y,Silverado 1500,$811618.48,115683,Chevrolet,Yellow,2010,Saint Louis,Missouri,United States,Female,Dollar,jcb,JH4CL96867C627010
324,923045903-8,wmunning8z,B-Series,$598400.96,149359,Mazda,Violet,2001,Sidzina,,Poland,Female,Zloty,jcb,3D73M3CL9BG415668
325,957889679-4,tkatt90,LS,$450955.14,120127,Lexus,Red,1993,Beauvais,Picardie,France,Female,Euro,diners-club-enroute,1G4HP52KX4U331608
326,796340481-0,agudgeon91,Odyssey,$505893.19,51110,Honda,Red,1997,Arraial do Cabo,,Brazil,Male,Real,instapayment,1G4CU541954416660
327,814988023-2,psalzburger92,Montana,$45584.93,52690,Pontiac,Aquamarine,2005,Pieniężno,,Poland,Female,Zloty,laser,5N1AA0NC2CN031080
328,244376600-4,odufaire93,Continental Flying Spur,$249349.64,144297,Bentley,Puce,2009,Nova Era,,Brazil,Female,Real,jcb,1N6AA0CC1BN936218
329,388764517-0,lyackiminie94,2500,$652907.85,83066,GMC,Yellow,1992,Seattle,Washington,United States,Male,Dollar,jcb,1G6AF5SX9D0416034
330,292860094-9,jcrump95,LR3,$983847.99,61736,Land Rover,Khaki,2007,Le Raincy,Île-de-France,France,Female,Euro,jcb,1G6AM5S3XE0638103
331,155937087-4,cshears96,Alcyone SVX,$965725.31,25187,Subaru,Orange,1996,Rudka,,Poland,Male,Zloty,visa,JH4KA96531C789708
332,793643657-X,kbrunone97,Mark LT,$686934.77,40318,Lincoln,Orange,2008,Normanton,England,United Kingdom,Female,Pound,laser,WBABS33482P398357
333,815799594-9,kkeyzor98,Sportage,$813812.34,9532,Kia,Puce,1998,Środa Wielkopolska,,Poland,Male,Zloty,americanexpress,3VWJX7AJ0AM078984
334,646359776-7,izanotti99,Avalanche 1500,$697475.92,57855,Chevrolet,Aquamarine,2003,Washington,District of Columbia,United States,Male,Dollar,maestro,5N1CR2MM4EC336943
335,106250422-4,pwase9a,RL,$337158.56,107294,Acura,Red,2000,Montenegro,,Brazil,Male,Real,mastercard,WAUGL78E78A261448
336,979259976-2,rocorr9b,SL-Class,$577171.89,131344,Mercedes-Benz,Red,2007,Francisco I Madero,Chiapas,Mexico,Male,Peso,switch,2HNYD18946H670374
337,341994001-7,mayres9c,Pathfinder,$362130.89,85111,Nissan,Mauv,2011,Canutama,,Brazil,Male,Real,jcb,ZFBCFACH0FZ146358
